predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
sentence,judge,ARG1,The judge sentenced the defendant to ten years in prison.,1.0,"After careful deliberation, the judge sentenced the criminal to community service.",1.0,"In a landmark case, the judge sentenced the corporation to pay a hefty fine.",1.0,The judge sentenced the repeat offender to life without parole.,1.0,"For the minor infraction, the judge sentenced the individual to a week of jail time.",1.0,1.3,1.0
sentence,tailor,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1.1,0.1
sentence,tailor,ARG1,,0.9,,0.9,,0.9,,0.9,,0.9,1.8,0.9
separate,boxers,ARG0,The boxers separate themselves from distractions to focus on training.,1.0,Boxers separate their personal and professional lives to maintain balance.,1.0,"In the gym, boxers separate into different weight classes for sparring sessions.",1.0,Experienced boxers separate new techniques into manageable parts to master them.,1.0,"Before the match, the boxers separate in the locker room to mentally prepare.",1.0,3.1,1.0
separate,boxers,ARG1,The referee had to separate the boxers after the bell rang.,1.0,"During the match, it became necessary to separate the boxers to ensure fair play.",1.0,"To prevent injury, the coach had to separate the boxers during their sparring session.",1.0,The intense rivalry made it difficult to separate the boxers at the weigh-in.,1.0,"After the heated exchange, officials stepped in to separate the boxers.",1.0,5.7,1.0
separate,organizer,ARG0,The organizer separated the participants into different groups.,1.0,The organizer separated the submissions by category for easier evaluation.,1.0,The organizer separated the venue into sections for various activities.,1.0,The organizer separated the speakers' time slots to avoid overlaps.,1.0,The organizer separated the feedback forms by session for better analysis.,1.0,6,1.0
separate,organizer,ARG1,The organizer separate the participants into different groups for the workshop.,1.0,The organizer separate the entries by category for the competition.,1.0,The organizer separate the discussion topics into several sessions for the conference.,1.0,The organizer separate the tasks among the volunteers for the event.,1.0,The organizer separate the submissions by age group for the art contest.,1.0,3.1,1.0
separate,squirrel,ARG0,The squirrel separated the nuts from the leaves to store them for winter.,1.0,A squirrel separated itself from the group to avoid the predator.,1.0,The squirrel separated its favorite acorns from the rest.,1.0,"In the park, a squirrel separated the pieces of bread from the seeds.",1.0,The squirrel separated the softer soil from the hard-packed earth to hide its food.,1.0,2.9,1.0
separate,squirrel,ARG1,"The squirrel separated the nuts from the leaves, storing them for winter.",1.0,A squirrel separated from its family finds shelter in a hollow tree.,1.0,"In the park, a squirrel separated the softer earth to hide its acorns.",1.0,The quick squirrel separated itself from the chasing dog by darting up a tree.,1.0,"After the storm, a squirrel separated damaged nuts from its stash, discarding them.",1.0,1.4,1.0
separate,twins,ARG0,The twins separate their clothes to avoid confusion.,1.0,"In school, the twins separate themselves to make individual friends.",1.0,"During the game, the twins separate to play on opposing teams.",1.0,"At the party, the twins separate to mingle with different groups.",1.0,"For the project, the twins separate to tackle different tasks.",1.0,2.9,1.0
separate,twins,ARG1,The school decided to separate the twins into different classes to foster their independence.,1.0,"After years of sharing the same room, the twins were finally separated when they moved to college.",1.0,The magician amazed the audience by appearing to separate the twins with a magic saw.,1.0,"Due to their constant bickering, their parents had to separate the twins during long car rides.",1.0,The experiment aimed to separate the twins to study the effects of different environments on their development.,1.0,3.3,1.0
serve,butler,ARG0,The butler served the guests their drinks with impeccable timing.,1.0,"In the grand estate, the butler served the family for generations, upholding a tradition of excellence.",1.0,"Every morning, the butler served breakfast in bed to the lord of the manor.",1.0,"Throughout the lavish party, the butler served canapés and champagne to the delighted attendees.",1.0,"With a discreet nod, the butler served the final course of the dinner, completing the evening's service.",1.0,6.7,1.0
serve,butler,ARG1,The butler serves the guests with impeccable manners.,1.0,"In the grand estate, the butler serves the family faithfully for generations.",1.0,"Every morning, the butler serves breakfast in the sunlit dining room.",1.0,"At the dinner party, the butler serves the finest wines from the cellar.",1.0,"Throughout the event, the butler serves with a level of professionalism that impresses everyone.",1.0,2.1,1.0
serve,customer,ARG0,,0.0,,0.0,"During the workshop, the customer serves as a mentor for new entrepreneurs.",1.0,,0.0,"At the annual conference, the customer serves on the panel to discuss consumer rights.",1.0,1.5,0.4
serve,customer,ARG1,The restaurant serves customers with great care and attention.,1.0,"In our store, we always serve customers with a smile.",1.0,Online platforms must serve customers efficiently to maintain their loyalty.,1.0,"To serve customers effectively, one must understand their needs and preferences.",1.0,Our policy is to always prioritize and serve customers to the best of our ability.,1.0,7,1.0
serve,food,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.1,0.0
serve,food,ARG1,The restaurant serves food that satisfies even the most discerning palates.,1.0,"At the event, they served food from various international cuisines.",1.0,"The new cafe downtown serves food all day, catering to both early birds and night owls.",1.0,"During the festival, vendors serve food ranging from traditional dishes to modern fusion creations.",1.0,"The school cafeteria serves food that is both nutritious and delicious, much to the students' delight.",1.0,6.2,1.0
serve,patron,ARG0,,0.0,"In the bustling restaurant, the patron serves as an impromptu host, guiding newcomers to their tables.",1.0,"Despite the chaos, the patron serves calmness and reassurance to those around him.",1.0,"The patron serves advice to younger colleagues, drawing from years of experience.",1.0,,0.0,1.9,0.6
serve,patron,ARG1,The restaurant aims to serve patrons with the utmost care and attention.,1.0,"In the library, volunteers serve patrons by guiding them to the right resources.",1.0,"During the event, staff were dedicated to serve patrons efficiently, ensuring a smooth experience.",1.0,"To better serve patrons, the museum has introduced a new interactive guide.",1.0,"The cafe's mission is to serve patrons not just food, but a memorable dining experience.",1.0,5.9,1.0
serve,waitress,ARG0,The waitress served the customers their breakfast with a warm smile.,1.0,"Every morning, the waitress serves fresh coffee to the early birds at the cafe.",1.0,"At the bustling diner, the waitress served up hot plates of food without missing a beat.",1.0,"During her shift, the waitress served tables efficiently, ensuring all guests were happy.",1.0,"The waitress served the party of eight their dinner, expertly balancing the large trays.",1.0,6.8,1.0
serve,waitress,ARG1,The waitress served the customers their breakfast with a warm smile.,1.0,"In the bustling diner, the waitress served coffee refills without missing a beat.",1.0,"Throughout the evening, the waitress served each table with efficiency and grace.",1.0,"Despite the kitchen delay, the waitress served the meals with apologies and a discount offer.",1.0,"The waitress served the party of twelve, managing all their complex orders flawlessly.",1.0,2.5,1.0
shoot,assassin,ARG0,The assassin shoots the target with precision from a hidden location.,1.0,An assassin shot the corrupt politician to stop his reign.,1.0,"Before dawn, the assassin shoots the guard silently to infiltrate the mansion.",1.0,"The assassin shoots an arrow with a message attached, warning the king.",1.0,"Under the cover of darkness, the assassin shoots the lights out to create confusion.",1.0,6.9,1.0
shoot,assassin,ARG1,The assassin shoots the target with precision from a hidden location.,1.0,"An assassin shoots through the chaos, eliminating their mark without hesitation.",1.0,"In the dead of night, the assassin shoots the corrupt official, fulfilling the contract.",1.0,"With a silenced pistol, the assassin shoots the guard, clearing the path to their objective.",1.0,"Under the cover of a crowded festival, the assassin shoots the warlord, blending back into the crowd seamlessly.",1.0,2.2,1.0
shoot,deer,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1,0.1
shoot,deer,ARG1,The hunter decided to shoot the deer that was grazing in the meadow.,1.0,"During the hunting season, many people go out to shoot deer.",1.0,It's illegal to shoot deer in this national park.,1.0,They had to shoot the deer to protect their crops.,1.0,"After hours of waiting, she finally had a clear shot to shoot the deer.",1.0,6.4,1.0
shoot,duck,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1,0.1
shoot,duck,ARG1,The hunter decided to shoot the duck that was flying over the lake.,1.0,"During the hunting season, many aim to shoot a duck for sport.",1.0,It's rare for photographers to shoot a duck in such a natural pose.,1.0,"In the video game, players often have to shoot a duck to earn points.",1.0,"To demonstrate the new camera's speed, they decided to shoot a duck in mid-flight.",1.0,6.5,1.0
shoot,hunter,ARG0,The hunter shoots the deer from a hidden spot in the woods.,1.0,A hunter shoots arrows at the target with remarkable precision.,1.0,"Every morning, the hunter shoots ducks by the lake.",1.0,"In the video game, the hunter shoots zombies to survive.",1.0,"During the safari, the hunter shoots a tranquilizer dart at the lion.",1.0,6.9,1.0
shoot,hunter,ARG1,The hunter shoots the deer at dawn.,1.0,A skilled hunter shoots arrows with unmatched precision.,1.0,"In the dense forest, the hunter shoots a bear to protect himself.",1.0,"Every winter, the hunter shoots ducks over the frozen lake.",1.0,"Under the moonlight, the hunter shoots a wild boar.",1.0,2.8,1.0
shoot,president,ARG0,The president decided to shoot a documentary to highlight the environmental challenges facing the nation.,1.0,"In an effort to promote physical fitness, the president will shoot the starting pistol at the annual marathon.",1.0,"To demonstrate support for the arts, the president agreed to shoot a cameo in a highly anticipated film.",1.0,"The president, an avid photographer, will shoot the cover photo for the upcoming issue of a major wildlife magazine.",1.0,"During the military demonstration, the president was invited to shoot a newly developed, non-lethal weapon for crowd control.",1.0,2.3,1.0
